nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0153002,Craig Charles,1964,NA,"actor,soundtrack,writer","tt0094535,tt0255025,tt0169438,tt0205355"
nm0424253,Danny John-Jules,1960,NA,"actor,producer,writer","tt0120735,tt0896872,tt0187738,tt0091419"
nm0515753,Robert Llewellyn,1956,NA,"actor,writer,producer","tt0107051,tt0366780,tt0094535,tt0205355"
nm0335621,Rob Grant,NA,NA,"writer,producer,miscellaneous","tt0086807,tt0235944,tt0205355,tt0094535"
nm0623273,Doug Naylor,1955,NA,"writer,producer,director","tt0205355,tt0861749,tt0086807,tt0094535"
nm0522686,Norman Lovett,1946,NA,"actor,writer,soundtrack","tt0083505,tt0123341,tt0094535,tt0826167"
nm0371593,Hattie Hayridge,1959,NA,"actress,writer","tt0094535,tt0118363,tt0826167,tt5816046"
nm0030361,Chloë Annett,1971,NA,"actress,soundtrack","tt0094535,tt0098833,tt1745932,tt0118292"
nm0323822,Paul Goddard,NA,NA,actor,"tt0133093,tt0112431,tt0387736,tt0113820"
nm0112871,Ben Browder,1962,NA,"actor,writer,director","tt0929629,tt0118480,tt0187636,tt0387736"
nm0085227,Claudia Black,1972,NA,"actress,miscellaneous","tt1349460,tt0134847,tt0387736,tt0187636"
nm0799402,Anthony Simcoe,1969,NA,actor,"tt0187636,tt0387736,tt0410377,tt0118826"
nm0876818,Lani John Tupu,1955,NA,"actor,director","tt0098141,tt0187636,tt0387736,tt0443473"
nm0639328,Rockne S. O'Bannon,1955,NA,"writer,producer,miscellaneous","tt0187636,tt2189221,tt2070791,tt2193053"
nm0362682,Jonathan Hardy,1940,2012,"actor,writer,miscellaneous","tt0080310,tt0187636,tt0387736,tt0079501"
nm0249319,Gigi Edgley,1977,NA,"actress,producer,writer","tt1984119,tt0187636,tt3275212,tt1442566"
nm0701460,Wayne Pygram,1959,NA,actor,"tt0094481,tt0121766,tt0187636,tt0387736"
nm0382162,Virginia Hey,1952,NA,actress,"tt0187636,tt0093428,tt0082694,tt0077064"
nm0643696,Masayuki Ochiai,NA,NA,"director,writer","tt0482599,tt0418778,tt0293984,tt0228807"
nm1430636,Luke Dawson,NA,NA,"writer,actor,producer","tt0377096,tt0482599,tt2918436,tt2169378"
nm0443181,Stephen Kay,1963,NA,"actor,director,producer","tt0208988,tt0357507,tt0758745,tt1124373"
nm0507794,Ted Lewis,1940,1982,"animation_department,writer","tt0067128,tt0068704,tt0208988,tt0486474"
nm0326150,Linda Goldstein Knowlton,NA,NA,"producer,director","tt1581845,tt0120824,tt9083130,tt0434440"
nm0910145,Tracey Walter,1947,NA,"actor,soundtrack","tt0107818,tt0087995,tt0087078,tt0096895"
nm0000848,Olivia Barash,1965,NA,"actress,soundtrack,producer","tt0101761,tt0090213,tt0087995,tt0083412"
nm0565292,Peter McCarthy,NA,NA,"producer,writer,director","tt2408094,tt0109816,tt0087995,tt0091954"
nm0905237,Jonathan Wacks,NA,NA,"director,producer,writer","tt0209984,tt0106792,tt0098112,tt0087995"
nm0400312,Steven Hufsteter,NA,NA,"soundtrack,music_department,composer","tt0985694,tt0112851,tt2002718,tt0087995"
nm0488644,Tito Larriva,NA,NA,"soundtrack,actor,music_department","tt0112851,tt0116367,tt0087995,tt0285823"
nm0883999,Pepe Valencia,NA,NA,"visual_effects,animation_department,cinematographer","tt5523010,tt0117705,tt1649419,tt0120201"
nm0856804,Osamu Tezuka,1928,1989,"writer,director,animation_department","tt0061077,tt0088856,tt0055760,tt0375568"
nm1257214,Maryann Garger,NA,NA,"producer,production_manager,miscellaneous","tt0424095,tt0375568,tt0120794,tt0114148"
nm1287636,Malcolm David Kelley,1992,NA,"actor,composer","tt0411008,tt0168786,tt5390504,tt0365957"
nm0279376,Antwone Fisher,1959,NA,"writer,director,producer","tt0466856,tt1510276,tt0168786,tt2137656"
nm0354279,Randa Haines,1945,NA,"director,producer,miscellaneous","tt0088149,tt0168786,tt0473389,tt0090830"
nm4517772,NA,NA,NA,NA,NA
nm2665105,Grace Van Patten,1996,NA,"actress,soundtrack","tt0203259,tt5536736,tt0141842,tt5691670"
nm0555500,Elizabeth Marvel,1969,NA,"actress,soundtrack","tt0887883,tt1403865,tt4481414,tt0443272"
nm0147601,Mario Cecchi Gori,1920,1993,"producer,writer,production_manager","tt0111459,tt0110299,tt0110877,tt0110917"
nm0873385,Massimo Troisi,1953,1994,"actor,writer,director","tt0081427,tt0105120,tt0094263,tt0110877"
nm0002029,Maria Grazia Cucinotta,1968,NA,"actress,producer,director","tt0118782,tt0110877,tt0143145,tt1161864"
nm0769237,Renato Scarpa,1939,NA,actor,"tt1456472,tt0069995,tt1243957,tt0134119"
nm0805073,Antonio Skármeta,1940,NA,"writer,actor,director","tt1243375,tt0110877,tt0085179,tt0122370"
nm0769249,Furio Scarpelli,1919,2010,"writer,director,soundtrack","tt0110877,tt0056945,tt0081616,tt0093004"
nm0769250,Giacomo Scarpelli,NA,NA,"writer,director,cinematographer","tt0254235,tt0117884,tt0110877,tt0140603"
nm0667657,Anna Pavignano,NA,NA,writer,"tt0110877,tt0319147,tt0094263,tt0105120"
nm1996918,Dito Montiel,1965,NA,"director,writer,soundtrack","tt1082601,tt0473488,tt2624412"
nm0612855,Robert Munic,1968,NA,"producer,writer,director","tt5616718,tt1082601,tt3228904,tt1103973"
nm3166649,David Wittman,NA,NA,"composer,soundtrack,music_department","tt1082601,tt1535612,tt2171867,tt0473488"
nm0329868,William D. Gordean,NA,NA,"editor,editorial_department,producer","tt0108308,tt0110216,tt0114614,tt0096933"
nm0000396,Farrah Fawcett,1947,2009,"actress,producer,soundtrack","tt0074812,tt0082136,tt0073972,tt0079285"
nm0946717,Brock Yates,1933,2016,"writer,producer,actor","tt3758542,tt0082136,tt0081529,tt0087032"
nm0125065,Michael C. Butler,NA,NA,"cinematographer,camera_department,producer","tt0082136,tt0076804,tt0084316,tt0077766"
nm0731499,Rachel Roberts,1927,1980,"actress,soundtrack","tt0077578,tt0071877,tt0073540,tt0054269"
nm0483069,Anne-Louise Lambert,1955,NA,actress,"tt0073540,tt0081835,tt0083851,tt4432814"
nm0337003,Vivean Gray,1924,2016,actress,"tt0088580,tt0073540,tt0076299,tt0129685"
nm0607609,Helen Morse,1947,NA,"actress,costume_designer","tt0073540,tt0081949,tt0074263,tt0083926"
nm0512243,Joan Lindsay,1896,1984,"writer,actress","tt6038954,tt0441950,tt3219252,tt0073540"
nm0337730,Cliff Green,1934,NA,"writer,producer","tt0073540,tt0094511,tt0100183,tt0129707"
nm0568427,Hal McElroy,1946,NA,"writer,producer,assistant_director","tt0118406,tt0073540,tt0108709,tt0115417"
nm0568434,Jim McElroy,1946,NA,"production_manager,producer,assistant_director","tt0082233,tt0073540,tt0117101,tt0086617"
nm0000689,Julie Warner,1965,NA,"actress,director,producer","tt0114694,tt0099582,tt0101745,tt0430634"
nm0795743,Neil B. Shulman,NA,NA,"producer,actor,writer","tt0859646,tt3385450,tt0090972,tt0101745"
nm0499348,Laurian Leggett,NA,NA,"writer,producer","tt0086272,tt0083958,tt0101745,tt0087326"
nm0886430,Benjamin A. van der Veen,NA,NA,"writer,actor,producer","tt2010940,tt0120669,tt0202677,tt0374569"
nm0266166,Lee Falk,1911,1999,"writer,actor,miscellaneous","tt0110825,tt2211910,tt0117331,tt0036262"
nm0338577,Robbie Greenberg,NA,NA,"cinematographer,camera_department,assistant_director","tt1462769,tt0486946,tt0119141,tt0114781"
nm0326988,Carlos Gómez,1962,NA,"actor,cinematographer,producer","tt3501074,tt1552112,tt0119141,tt6110318"
nm0852599,Joan Taylor,1929,2012,"actress,writer,director","tt0119141,tt0049169,tt0050084,tt0050799"
nm0714203,Katherine Reback,1950,2010,writer,"tt1289811,tt0072554,tt0119141"
nm0353579,Daisy Haggard,1978,NA,"actress,producer","tt0373889,tt2244901,tt0926084,tt8594510"
nm0542118,Stephen Mangan,1968,NA,"actor,producer,writer","tt1979320,tt0423661,tt5716464,tt0249462"
nm0659601,John Pankow,1955,NA,actor,"tt0093936,tt0103484,tt1126618,tt0090180"
nm0458292,Jeffrey Klarik,NA,NA,"writer,producer,director","tt0103484,tt1582350,tt0484082,tt0115216"
nm1137659,Kathleen Rose Perkins,1974,NA,"actress,writer,producer","tt2267998,tt2306775,tt1839578,tt0399201"
nm1597260,Mircea Monroe,1982,NA,"actress,producer","tt1582350,tt6857166,tt0460649,tt1488555"
nm0562008,Joseph May,1974,NA,"actor,producer,writer","tt2071508,tt0120804,tt0374455,tt0442674"
nm0005167,Lorna Luft,1952,NA,"actress,soundtrack,writer","tt0250581,tt0084021,tt0120577,tt0088395"
nm0853808,Maureen Teefy,1953,NA,"actress,soundtrack","tt0084021,tt0078723,tt0080716,tt0088206"
nm0083279,Patricia Birch,NA,NA,"miscellaneous,director","tt0084021,tt0327162,tt0077631,tt0159876"
nm0861027,John Thomson,1969,NA,"actor,writer,producer","tt0108771,tt0274309,tt0494238,tt0168596"
nm0906634,Trevor Waite,1943,NA,"editor,editorial_department,writer","tt0274309,tt0811026,tt2316238,tt0113184"
nm0241909,Ben Duncan,NA,NA,actor,tt0158371
nm0789093,Lesley Sharp,1960,NA,"actress,director,soundtrack","tt0107653,tt0120681,tt0119164,tt0435937"
nm0190208,Greg Cruttwell,1960,NA,"actor,writer,director","tt0107653,tt0119190,tt0115438,tt0382606"
nm2962942,Nicolas Fructus,NA,NA,"writer,animation_department,art_director","tt0344854,tt6167856,tt0124232"
nm0186949,Ron Crawford,NA,NA,"actor,animation_department,art_department","tt0826592,tt3722188,tt4594658,tt1747958"
nm1297771,Céline Garcia,NA,NA,writer,"tt7658400,tt0940656,tt0940657,tt0344854"
nm0305372,Patrice Garcia,NA,NA,"writer,art_department,art_director","tt0344854,tt2239822,tt0940656,tt0834001"
nm1922214,Georges Bouchelagem,NA,NA,"actor,writer","tt4976878,tt0342258,tt0344854"
nm2461314,Philippe Rouchier,NA,NA,"writer,animation_department,art_director","tt0124232,tt0344854"
nm1638365,John Lloyd Young,1975,NA,"actor,soundtrack,executive","tt0098844,tt2262383,tt1327801,tt1742044"
nm2706992,Erich Bergen,1985,NA,"actor,soundtrack","tt0410975,tt3501074,tt1742044,tt0397442"
nm4608989,Michael Lomenda,NA,NA,"actor,producer,writer","tt10273556,tt9006546,tt1742044,tt7842408"
nm5014092,Rick Elice,NA,NA,"actor,writer,soundtrack","tt2184336,tt2360751,tt1742044,tt2811844"
nm0176197,Umberto Contarello,1958,NA,"writer,actor,miscellaneous","tt2358891,tt1801061,tt6748466,tt1440345"
nm2448740,Eddy Zak,NA,NA,composer,"tt2118624,tt0893581"
nm3042755,Thomas Middleditch,1982,NA,"actor,writer,soundtrack","tt2179116,tt3741700,tt0993846,tt2118624"
nm4784201,M.A. Fortin,NA,NA,"writer,producer","tt1064899,tt1213575,tt4474944,tt2118624"
nm0588679,Joshua John Miller,1974,NA,"writer,actor,producer","tt0091860,tt0098453,tt0093605,tt2118624"
nm4613059,Gregory James Jenkins,NA,NA,"composer,soundtrack,music_department","tt2118624,tt8266218,tt1268799,tt5886510"
nm1768281,Jon Hartmere,NA,NA,"writer,actor,music_department","tt1987680,tt7817002,tt1374987,tt1856080"
nm0201669,Jean-Pierre Darroussin,1953,NA,"actor,director,writer","tt0474312,tt0319130,tt1508675,tt0118015"
nm0283997,Marina Foïs,1970,NA,"actress,miscellaneous,writer","tt1661420,tt2050499,tt1167638,tt6444838"
nm0006939,Richard Berry,1950,NA,"actor,writer,director","tt1167638,tt0105131,tt0310203,tt3913206"
nm1118181,Franz-Olivier Giesbert,1949,NA,"writer,director,producer","tt8726338,tt1394280,tt4957144,tt1167638"
nm1141181,Matthieu Delaporte,1971,NA,"writer,producer,miscellaneous","tt1167638,tt6818976,tt2179121,tt3161960"
nm0478799,Alexandre de La Patellière,1971,NA,"writer,producer,miscellaneous","tt6818976,tt2179121,tt1167638,tt1374990"
nm0039903,Eric Assous,NA,NA,"writer,director,actor","tt0996930,tt0237106,tt1167638,tt0318806"
nm0572721,Zoe McLellan,1974,NA,actress,"tt5296406,tt0112022,tt0190374,tt1526585"
nm0813309,Courtney Solomon,1971,NA,"producer,director,actor","tt1308729,tt0190374,tt3442006,tt2167202"
nm0510229,Topper Lilien,NA,NA,"writer,director,actor","tt0190374,tt0106598,tt1864405,tt0485130"
nm0142154,Carroll Cartwright,NA,NA,writer,"tt1932767,tt6915164,tt0149367,tt0190374"
nm0350436,E. Gary Gygax,1938,2008,"producer,writer,actor","tt0415474,tt0085011,tt2906216,tt0149460"
nm0358411,Thomas M. Hammel,NA,NA,"producer,production_manager,assistant_director","tt0319262,tt1318514,tt0370263,tt3501632"
nm0818785,Michael Spiller,1961,NA,"director,producer,cinematographer","tt1442437,tt0285403,tt0159206,tt2211129"
nm0417794,Michael Patrick Jann,1970,NA,"director,producer,writer","tt0157503,tt0370194,tt4047038,tt0130421"
nm0617523,Måns Mårlind,1969,NA,"writer,director,assistant_director","tt1496025,tt4836846,tt0446476,tt1179069"
nm0825407,Björn Stein,1970,NA,"writer,director,editorial_department","tt1496025,tt1179069,tt4836846,tt0446476"
nm0197350,Blair Daily,NA,NA,"editorial_department,editor,production_manager","tt0109635,tt0117665,tt0483726,tt0120184"
nm0005675,Jordan Cronenweth,1935,1996,"cinematographer,camera_department,actor","tt0083658,tt0080360,tt0100685,tt0091738"
nm0500090,Jerry Leichtling,1948,NA,"writer,music_department,producer","tt0109306,tt0091738,tt0246719,tt0212543"
nm0765403,Arlene Sarner,NA,NA,"writer,producer","tt0246719,tt0255132,tt0091738,tt0109306"
nm0348612,Paul R. Gurian,NA,NA,"producer,writer,composer","tt0106307,tt0114851,tt0091738,tt0096073"
nm0002529,Brian A. Kates,1972,NA,"editor,editorial_department,miscellaneous","tt1764234,tt1216491,tt0361127,tt1311071"
nm0498271,Sook-Yin Lee,1966,NA,"actress,writer,director","tt0367027,tt0248845,tt1372306,tt6320482"
nm1594672,Peter Stickles,1976,NA,"actor,miscellaneous,producer","tt0194624,tt0402904,tt1693110,tt0367027"
nm2088623,PJ DeBoy,NA,NA,"actor,camera_department","tt3859310,tt0367027,tt0117172,tt0262985"
nm0206225,Paul Dawson,NA,NA,"actor,camera_department,miscellaneous","tt0189584,tt0098844,tt2011304,tt0367027"
nm0004979,David Alan Grier,1956,NA,"actor,writer,producer","tt0113497,tt4718770,tt0098830,tt0375568"
nm0975026,Nicole Kassell,NA,NA,"director,producer,writer","tt1637727,tt10666514,tt0361127,tt1440161"
nm1350319,Steven Fechter,NA,NA,"writer,producer","tt7856256,tt6062034,tt5893188,tt0361127"
nm5671708,NA,NA,NA,NA,NA
nm0329538,Raven Goodwin,1992,NA,"actress,soundtrack","tt0340377,tt2334871,tt0258273,tt2345481"
nm1767754,Katie Dippold,NA,NA,"writer,producer,miscellaneous","tt2404463,tt1289401,tt1266020"
nm2295810,Jessie Henderson,NA,NA,"producer,miscellaneous,executive","tt3079380,tt2404463,tt1289401,tt7040874"
nm0400486,Bronwen Hughes,NA,NA,"director,producer,miscellaneous","tt0326208,tt0141098,tt2443340,tt3292080"
nm0607558,Vic Morrow,1929,1982,"actor,director,writer","tt0055666,tt0086491,tt0074174,tt0060293"
nm0569789,Doug McGrath,1935,NA,actor,"tt0084522,tt0228333,tt0071222,tt0089767"
nm2659660,Kathryn Alexander,NA,NA,actress,"tt0098844,tt1024715"
nm0233564,Johnathan Dorfman,NA,NA,"producer,assistant_director,executive","tt0379976,tt1024715,tt0113719,tt0808331"
nm1375042,Temple Fennell,NA,NA,producer,"tt1024715,tt1687281,tt0808331,tt0379976"
nm0661162,John Pardue,NA,NA,"cinematographer,camera_department","tt2132485,tt1474684,tt5556054,tt4538916"
nm1742630,Marc Wootton,1975,NA,"actor,writer,producer","tt0910554,tt0447763,tt1288499,tt1430607"
nm0446319,Dean Lennox Kelly,1975,NA,actor,"tt0910554,tt0282744,tt0430576,tt5650650"
nm0140617,Gareth Carrivick,1957,2010,"director,production_manager,miscellaneous","tt0414773,tt0910554,tt0211948,tt0844575"
nm2471028,Jamie Mathieson,NA,NA,"writer,producer","tt2303367,tt1349938,tt0910554,tt4699514"
nm0672547,Neil Peplow,NA,NA,"producer,miscellaneous,actor","tt0910554,tt0264333,tt0282744,tt0421238"
nm1604703,Justin Anderson Smith,NA,NA,"production_manager,producer,miscellaneous","tt0910554,tt0264333,tt0430919,tt0382189"
nm0235960,Robin Atkin Downes,1976,NA,"actor,miscellaneous,sound_department","tt2654620,tt3065204,tt2975590,tt3748528"
nm3434305,Abbi Jacobson,1984,NA,"actress,writer,producer","tt4438848,tt2578560,tt3014284,tt1948541"
nm0430781,Josh Weinstein,1966,NA,"producer,writer,miscellaneous","tt0197148,tt1865718,tt0096697,tt0149460"
nm0395288,Ed Horowitz,NA,NA,"writer,producer,soundtrack","tt0110725,tt0242445,tt0118379,tt0144605"
nm0922685,John Westermann,1952,NA,writer,"tt0242445,tt0318220"
nm0185621,Dan Cracchiolo,1965,2004,"miscellaneous,producer,actor","tt0122151,tt0133093,tt0242445,tt0165929"
nm0222203,Peter Devaney Flanagan,1959,NA,"editor,editorial_department,art_department","tt0115798,tt0219653,tt0117571,tt0411477"
nm0096176,W.K. Border,NA,NA,"producer,director,writer","tt0114194,tt0219653,tt0116147,tt0096928"
nm0122382,John F. Burnett,NA,NA,"editor,producer,editorial_department","tt0077631,tt0078718,tt0084021,tt0074937"
nm0000393,Peter Falk,1927,2011,"actor,producer,soundtrack","tt1466074,tt0093191,tt0093779,tt0074937"
nm0601800,Robert Moore,1927,1984,"director,actor","tt0078952,tt0077321,tt0074937,tt0071040"
nm0800319,Neil Simon,1927,2018,"writer,producer,actor","tt0073766,tt0076095,tt0063374,tt0074937"
nm0909607,David M. Walsh,NA,NA,"cinematographer,camera_department","tt0074937,tt0070707,tt0068555,tt0103241"
nm1052973,Ramsey Nickell,1963,NA,"cinematographer,director,camera_department","tt0460745,tt1236246,tt1074206,tt0373416"
nm0796864,Marcos Siega,1969,NA,"producer,director,miscellaneous","tt0773262,tt0381505,tt2071645,tt1074206"
nm0850044,Daniel Taplitz,NA,NA,"writer,director,producer","tt0460745,tt0349169,tt0115927,tt0803061"
nm0324907,Frederic Golchan,NA,NA,"producer,actor,director","tt0100449,tt0173957,tt0460745,tt1407084"
nm1345621,Gilad Benamram,1973,NA,"composer,music_department,producer","tt0460745,tt4565380,tt0381505,tt3602528"
nm0247579,Leslie Easterbrook,1949,NA,"actress,soundtrack,producer","tt0074016,tt0087928,tt0395584,tt2950418"
nm0002887,Alan Myerson,1940,NA,"director,actor,writer","tt0086734,tt0103466,tt0086759,tt0095882"
nm0193615,Stephen Curwick,1960,NA,writer,"tt0083413,tt0098105,tt0249738,tt0095882"
nm0419473,Maia Javan,NA,NA,"production_designer,art_department","tt0378109,tt0315983,tt1850397,tt0202677"
nm0463714,Kenneth Kokin,NA,NA,"producer,director,assistant_director","tt3045616,tt0114814,tt0202677,tt3189648"
nm0002377,Stephen Semel,NA,NA,"producer,editor,editorial_department","tt1839578,tt0475784,tt0411008,tt0245844"
nm0504819,Billie Letts,1938,2014,writer,"tt0421156,tt0198021"
nm0874351,Marcus Trumpp,1974,NA,"music_department,composer","tt0816711,tt1259014,tt0411272,tt0343818"
nm0500976,Gilles Lellouche,1972,NA,"actor,director,writer","tt0362225,tt0323683,tt0364517,tt7476116"
nm1626500,Jacques Mesrine,1936,1979,writer,tt1259014
nm1084763,Daniel Quinn,1935,NA,writer,"tt1413259,tt1855551,tt0128278,tt1380891"
nm0295283,Lin Friedman,NA,NA,"editor,miscellaneous","tt0207383,tt0096163,tt0179724,tt6226476"
nm0232627,Bernard-Pierre Donnadieu,1949,2010,"actor,miscellaneous,writer","tt0096163,tt0074811,tt0082949,tt1177066"
nm0078517,Gene Bervoets,1956,NA,actor,"tt0126764,tt0096163,tt1648168,tt4084076"
nm0824373,Johanna ter Steege,1961,NA,"actress,director,miscellaneous","tt0096163,tt0114701,tt1418760,tt0110116"
nm0248680,Gwen Eckhaus,1960,NA,"actress,writer,director","tt0239020,tt1282865,tt1460897,tt0096163"
nm0806293,George Sluizer,1932,2014,"director,producer,writer","tt0175203,tt0105712,tt0096163,tt0117083"
nm0469104,Tim Krabbé,1943,NA,"writer,actor","tt0108473,tt0072994,tt0096163,tt0239020"
nm0520533,Anne Lordon,NA,NA,"producer,actress,production_manager","tt0086941,tt0175203,tt0120640,tt0096163"
nm0904087,Henny Vrienten,1948,NA,"composer,soundtrack,actor","tt0012938,tt1138481,tt1919174,tt0096163"
nm0474131,Toni Kuhn,1942,NA,"cinematographer,camera_department,producer","tt0196497,tt0110590,tt0096163,tt0107710"
nm0808483,Howard E. Smith,1945,NA,"editor,editorial_department,soundtrack","tt0114558,tt0093605,tt0096754,tt0102685"
nm0160602,Mark Christopher,1963,NA,"writer,producer,director","tt0120577,tt0376827,tt0112321,tt3963386"
nm0222048,Ira Deutchman,1953,NA,"producer,miscellaneous,actor","tt0280456,tt0105790,tt0165832,tt0120577"
nm0355502,Dolly Hall,1960,NA,"producer,assistant_director,miscellaneous","tt0120577,tt0139362,tt4355574,tt1845849"
nm0433274,Paul Jutras,NA,NA,"editor,editorial_department","tt1374992,tt0191292,tt0401085,tt1473357"
nm0194788,Michel Côté,1950,NA,"actor,writer,art_department","tt0373788,tt0401085,tt1166094,tt0211103"
nm0343082,Marc-André Grondin,1984,NA,actor,"tt0926759,tt1456635,tt0374569,tt0401085"
nm0698921,Danielle Proulx,1952,NA,actress,"tt1691877,tt0401085,tt0101339,tt0098107"
nm1588828,Émile Vallée,NA,NA,"editor,editorial_department,actor","tt2649356,tt3920596,tt0401085,tt1550312"
nm1583617,François Boulay,NA,NA,writer,"tt9163256,tt0161149,tt0401085,tt0446244"
nm1570770,Pierre Even,NA,NA,producer,"tt2381111,tt1820488,tt0401085,tt1160996"
nm0005798,Pierre Mignot,1944,NA,"cinematographer,camera_department,director","tt0401085,tt0090648,tt0087683,tt0216216"
nm6276553,NA,NA,NA,NA,NA
nm6894585,NA,NA,NA,NA,NA
nm4760889,Jeffrey Men,NA,NA,actor,"tt2231098,tt4023854,tt5397194,tt4027422"
nm1358156,Daniel Baur,1972,NA,"producer,miscellaneous","tt5247022,tt3841424,tt1194263,tt1654523"
nm0769645,Oda Schaefer,NA,NA,"producer,writer,miscellaneous","tt1258123,tt0452633,tt0178223,tt5397194"
nm0800323,Oliver Simon,1965,NA,"producer,writer,miscellaneous","tt3841424,tt0452633,tt5247022,tt5397194"
nm0149065,Jeff Cesario,1953,NA,"producer,writer,actor","tt0141109,tt2089826,tt0103466,tt0108742"
